title,wikipedia_link
Did I Ever Tell You How Lucky You Are?,https://en.wikipedia.org/wiki/Did_I_Ever_Tell_You_How_Lucky_You_Are%3F
The Shape of Me and Other Stuff,https://en.wikipedia.org/wiki/The_Shape_of_Me_and_Other_Stuff
Great Day for Up!,https://en.wikipedia.org/wiki/Great_Day_for_Up!
There's a Wocket in My Pocket,https://en.wikipedia.org/wiki/There%27s_a_Wocket_in_My_Pocket
"Oh, the Thinks You Can Think!","https://en.wikipedia.org/wiki/Oh,_the_Thinks_You_Can_Think!"
I Can Read with My Eyes Shut!,https://en.wikipedia.org/wiki/I_Can_Read_with_My_Eyes_Shut!
Oh Say Can You Say?,https://en.wikipedia.org/wiki/Oh_Say_Can_You_Say%3F
Hunches in Bunches,https://en.wikipedia.org/wiki/Hunches_in_Bunches
The Butter Battle Book,https://en.wikipedia.org/wiki/The_Butter_Battle_Book
You're Only Old Once!,https://en.wikipedia.org/wiki/You%27re_Only_Old_Once!
I Am Not Going to Get Up Today!,https://en.wikipedia.org/wiki/I_Am_Not_Going_to_Get_Up_Today!
"Oh, the Places You'll Go!","https://en.wikipedia.org/wiki/Oh,_the_Places_You%27ll_Go!"
The Adventures of Captain Underpants,https://en.wikipedia.org/wiki/The_Adventures_of_Captain_Underpants
Captain Underpants and the Attack of the Talking Toilets,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Attack_of_the_Talking_Toilets
Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space (and the Subsequent Assault of the Equally Evil Lunchroom Zombie Nerds),https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Invasion_of_the_Incredibly_Naughty_Cafeteria_Ladies_from_Outer_Space_(and_the_Subsequent_Assault_of_the_Equally_Evil_Lunchroom_Zombie_Nerds)
Captain Underpants and the Perilous Plot of Professor Poopypants,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Perilous_Plot_of_Professor_Poopypants
Captain Underpants and the Wrath of the Wicked Wedgie Woman,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Wrath_of_the_Wicked_Wedgie_Woman
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy (Parts 1 & 2)","https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Big,_Bad_Battle_of_the_Bionic_Booger_Boy"
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy (Parts 1 & 2)","https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Big,_Bad_Battle_of_the_Bionic_Booger_Boy"
Captain Underpants and the Preposterous Plight of the Purple Potty People,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Preposterous_Plight_of_the_Purple_Potty_People
Captain Underpants and the Terrifying Return of Tippy Tinkletrousers,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Terrifying_Re-Turn_of_Tippy_Tinkletrousers
Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Revolting_Revenge_of_the_Radioactive_Robo-Boxers
Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Tyrannical_Retaliation_of_the_Turbo_Toilet_2000
Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Sensational_Saga_of_Sir_Stinks-A-Lot
Savage Stone Age,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Awesome Egyptians,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Awful Egyptians,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Groovy Greeks,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Rotten Romans,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Ruthless Romans,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Cut-Throat Celts,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Smashing Saxons,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Vicious Vikings,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Stormin' Normans,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Measly Middle Ages,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Angry Aztecs,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Incredible Incas,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Terrible Tudors,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Terrifying Tudors,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Slimy Stuarts,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Gorgeous Georgians,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Vile Victorians,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Villainous Victorians,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Barmy British Empire,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Frightful First World War,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Woeful Second World War,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
Blitzed Brits,https://en.wikipedia.org/wiki/List_of_Horrible_Histories_books
The Gruffalo,https://en.wikipedia.org/wiki/The_Gruffalo
The Beano,https://en.wikipedia.org/wiki/The_Beano
One Piece,https://en.wikipedia.org/wiki/One_Piece
Dragon Ball,https://en.wikipedia.org/wiki/Dragon_Ball_(manga)
Diary of a Wimpy Kid,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(book)
Diary of a Wimpy Kid: Rodrick Rules,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules
Diary of a Wimpy Kid: The Last Straw,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Last_Straw
Diary of a Wimpy Kid: Dog Days,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(novel)
Diary Of A Wimpy Kid: The Ugly Truth,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Ugly_Truth
Diary of a Wimpy Kid: Cabin Fever,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Cabin_Fever
Diary of a Wimpy Kid: The Third Wheel,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Third_Wheel
Diary of a Wimpy Kid: Hard Luck,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Hard_Luck
Diary of a Wimpy Kid: The Long Haul,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Long_Haul
Diary of a Wimpy Kid: Old School,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Old_School
Soccer Squad: Starting Eleven,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
Soccer Squad: Missing!,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
Soccer Squad: Stars!,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
Soccer Squad: Glory!,https://en.wikipedia.org/wiki/Bali_Rai#Soccer_Squad_series
